date;region;prod_id;prod_name;client;Year;year_month;price_mean;weight_fact;discount_mean;stores_num;hasPromo;weight_predict
2019-03-06;region_0;57406;prod_name_14;client_10;2019;3;69.05;47.06;18.0;13;1;39.28287023261358
2019-03-06;region_0;57481;prod_name_12;client_1;2019;3;78.62;2146.5;27.0;1565;1;2078.267268539509
2019-03-02;region_1;57481;prod_name_12;client_1;2019;3;78.69;1885.42;31.0;806;1;1656.728667612213
2019-03-01;region_0;57481;prod_name_12;client_10;2019;3;135.62;10.25;4.0;8;0;3.222924874503915
2019-03-06;region_1;57481;prod_name_12;client_1;2019;3;78.54;1414.74;31.0;707;1;1350.8809687788103
2019-03-02;region_5;57479;prod_name_3;client_10;2019;3;47.29;81.71;40.0;21;1;65.84874283385881
2019-03-01;region_1;57481;prod_name_12;client_10;2019;3;141.54;4.23;0.0;5;0;-1.3357044582518829
2019-03-05;region_5;57481;prod_name_12;client_10;2019;3;141.23;118.51;1.0;27;0;87.76349732788553
2019-03-06;region_5;57406;prod_name_14;client_10;2019;3;81.75;117.94;0.0;29;0;91.72881357340123
2019-03-03;region_0;57406;prod_name_14;client_10;2019;3;66.69;34.08;22.0;12;1;27.16018397308549
2019-03-03;region_1;57406;prod_name_14;client_10;2019;3;82.06;4.29;0.0;4;0;-3.398397459666752
2019-03-01;region_5;57406;prod_name_14;client_10;2019;3;82.03;55.98;0.0;23;0;44.16785296896002
2019-03-07;region_0;57479;prod_name_3;client_10;2019;3;58.84;55.19;25.0;13;1;40.9580382001172
2019-03-07;region_0;57406;prod_name_14;client_1;2019;3;67.05;256.88;6.0;917;0;236.14654616082757
2019-03-03;region_5;57479;prod_name_3;client_10;2019;3;47.21;70.54;40.0;20;1;57.92907134365194
2019-03-04;region_0;57406;prod_name_14;client_10;2019;3;67.13;37.02;18.0;13;1;32.56152519800728
2019-03-04;region_0;57479;prod_name_3;client_1;2019;3;65.57;381.37;6.0;1063;0;349.450399611759
2019-03-04;region_1;57406;prod_name_14;client_10;2019;3;82.06;4.63;0.0;4;0;-4.089916625065415
2019-03-01;region_5;57479;prod_name_3;client_10;2019;3;47.27;100.45;40.0;25;1;87.42096404271219
2019-03-02;region_0;57406;prod_name_14;client_10;2019;3;68.99;25.85;15.0;13;1;13.691112577645685
2019-03-07;region_1;57479;prod_name_3;client_10;2019;3;58.86;25.62;25.0;4;1;21.696437190497345
2019-03-07;region_1;57406;prod_name_14;client_1;2019;3;72.61;132.5;5.0;411;0;119.39435975363126
2019-03-08;region_0;57406;prod_name_14;client_10;2019;3;68.43;30.92;21.0;11;1;22.091885336630575
2019-03-08;region_1;57406;prod_name_14;client_10;2019;3;82.06;3.61;0.0;4;0;-5.884120980805435
2019-03-07;region_5;57481;prod_name_12;client_10;2019;3;141.84;42.99;1.0;25;0;30.025929594533636
2019-03-08;region_1;57481;prod_name_12;client_1;2019;3;78.57;1167.03;30.0;623;1;1047.717154039397
2019-03-02;region_5;57479;prod_name_3;client_1;2019;3;64.13;519.06;17.0;1119;1;487.32003457077553
2019-03-02;region_5;57406;prod_name_14;client_1;2019;3;72.07;362.41;1.0;1132;0;267.7543713822836
2019-03-03;region_1;57481;prod_name_12;client_10;2019;3;141.54;4.01;0.0;4;0;0.8742702309083805
2019-03-01;region_0;57479;prod_name_3;client_1;2019;3;34.39;2968.21;40.0;1761;1;2844.2113341110116
2019-03-01;region_1;57479;prod_name_3;client_1;2019;3;34.32;1635.29;40.0;716;1;1350.95730204732
2019-03-08;region_0;57481;prod_name_12;client_1;2019;3;78.62;1771.6;27.0;1390;1;1557.0713658997001
2019-03-09;region_0;57479;prod_name_3;client_10;2019;3;49.06;95.26;40.0;11;1;78.95475522470873
2019-03-09;region_0;57406;prod_name_14;client_1;2019;3;67.18;223.36;6.0;814;0;176.33682405404485
2019-03-03;region_0;57481;prod_name_12;client_1;2019;3;78.58;3016.81;27.0;1832;1;2737.5072545249363
2019-03-08;region_5;57479;prod_name_3;client_10;2019;3;47.03;398.75;40.0;30;1;353.32642158173337
2019-03-08;region_5;57406;prod_name_14;client_1;2019;3;71.79;417.71;2.0;1250;0;401.98143177769845
2019-03-09;region_1;57479;prod_name_3;client_10;2019;3;47.03;38.6;40.0;5;1;25.868157246420573
2019-03-09;region_1;57406;prod_name_14;client_1;2019;3;72.64;125.28;3.0;398;0;102.49447060435709
2019-03-04;region_0;57479;prod_name_3;client_10;2019;3;47.08;161.51;40.0;11;1;130.09389843435034
2019-03-03;region_1;57481;prod_name_12;client_1;2019;3;78.48;1963.17;31.0;795;1;1543.6442596780564
2019-03-02;region_0;57479;prod_name_3;client_10;2019;3;47.08;158.46;40.0;12;1;124.10766122576146
2019-03-02;region_0;57406;prod_name_14;client_1;2019;3;68.43;204.74;4.0;769;0;191.89355754300396
2019-03-02;region_1;57479;prod_name_3;client_10;2019;3;47.08;67.61;40.0;4;1;51.87118954387068
2019-03-02;region_1;57406;prod_name_14;client_1;2019;3;73.6;102.03;5.0;350;0;81.08981620757893
2019-03-09;region_5;57481;prod_name_12;client_1;2019;3;115.01;592.09;11.0;786;0;518.2406706447425
2019-03-04;region_0;57406;prod_name_14;client_1;2019;3;68.39;265.68;4.0;925;0;210.73129120992675
2019-03-04;region_1;57479;prod_name_3;client_10;2019;3;47.08;81.26;40.0;5;1;73.36486799817554
2019-03-04;region_1;57406;prod_name_14;client_1;2019;3;73.2;143.11;4.0;435;0;140.1214319276939
2019-03-10;region_1;57406;prod_name_14;client_10;2019;3;82.06;3.72;0.0;4;0;0.20455246446679073
2019-03-04;region_5;57481;prod_name_12;client_10;2019;3;140.41;85.76;2.0;27;0;69.05883851567056
2019-03-10;region_0;57406;prod_name_14;client_10;2019;3;67.71;28.55;22.0;12;1;17.43257905110375
2019-03-10;region_0;57481;prod_name_12;client_1;2019;3;111.75;340.15;3.0;603;0;259.8454434461624
2019-03-03;region_0;57481;prod_name_12;client_10;2019;3;138.67;10.92;0.0;11;0;5.999400579081229
2019-03-03;region_0;57479;prod_name_3;client_1;2019;3;65.41;271.44;6.0;829;0;211.2063731556435
2019-03-06;region_5;57481;prod_name_12;client_1;2019;3;78.68;3630.07;29.0;1720;1;2722.3995559425
2019-03-03;region_5;57406;prod_name_14;client_1;2019;3;72.25;393.56;1.0;1168;0;299.85877756532756
2019-03-04;region_5;57479;prod_name_3;client_1;2019;3;65.18;791.85;5.0;1309;0;657.2918449126789
2019-03-10;region_1;57481;prod_name_12;client_1;2019;3;117.87;219.64;3.0;332;0;192.67220985189982
2019-03-03;region_1;57479;prod_name_3;client_1;2019;3;68.81;190.85;2.0;462;0;181.4176178816051
2019-03-04;region_1;57481;prod_name_12;client_1;2019;3;78.52;2174.34;31.0;790;1;2000.0753476322757
2019-03-10;region_5;57479;prod_name_3;client_10;2019;3;47.01;256.31;40.0;29;1;207.32728328438452
2019-03-07;region_0;57479;prod_name_3;client_1;2019;3;64.68;424.48;3.0;1155;0;322.24578116583035
2019-03-07;region_1;57479;prod_name_3;client_1;2019;3;68.95;240.4;1.0;519;0;225.26977373962146
2019-03-11;region_1;57479;prod_name_3;client_10;2019;3;49.21;17.04;40.0;4;1;7.455587011319623
2019-03-11;region_1;57406;prod_name_14;client_1;2019;3;74.31;166.47;4.0;488;0;143.47154825424843
2019-03-10;region_5;57406;prod_name_14;client_1;2019;3;76.04;375.72;2.0;1165;0;351.61951569299714
2019-03-05;region_0;57406;prod_name_14;client_10;2019;3;67.73;56.09;18.0;13;1;48.17981772540706
2019-03-05;region_0;57479;prod_name_3;client_1;2019;3;65.31;430.24;4.0;1142;0;416.464832752221
2019-03-05;region_1;57406;prod_name_14;client_10;2019;3;82.06;7.56;0.0;4;0;6.617990769997543
2019-03-05;region_1;57479;prod_name_3;client_1;2019;3;68.97;268.39;0.0;524;0;232.2889272165504
2019-03-06;region_0;57479;prod_name_3;client_10;2019;3;47.08;111.85;40.0;10;1;102.27796511857436
2019-03-06;region_0;57406;prod_name_14;client_1;2019;3;67.62;252.93;5.0;899;0;188.7549333268354
2019-03-06;region_1;57479;prod_name_3;client_10;2019;3;47.08;93.45;40.0;4;1;69.6537659127298
2019-03-06;region_1;57406;prod_name_14;client_1;2019;3;72.94;126.97;5.0;396;0;110.67265818747578
2019-03-11;region_5;57406;prod_name_14;client_10;2019;3;80.56;92.32;1.0;28;0;80.05529577790949
2019-03-11;region_5;57481;prod_name_12;client_1;2019;3;116.48;869.42;4.0;1035;0;766.6743603335932
2019-03-07;region_5;57481;prod_name_12;client_1;2019;3;78.73;3348.5;29.0;1648;1;2576.8673521887426
2019-03-05;region_0;57481;prod_name_12;client_10;2019;3;138.28;24.28;0.0;12;0;11.37364434202251
2019-03-12;region_0;57406;prod_name_14;client_10;2019;3;73.52;37.7;10.0;13;0;26.059088805260636
2019-03-05;region_1;57481;prod_name_12;client_10;2019;3;141.53;9.13;0.0;5;0;1.1579450439304468
2019-03-08;region_1;57479;prod_name_3;client_1;2019;3;69.03;249.88;0.0;542;0;194.05346660555455
2019-03-06;region_5;57481;prod_name_12;client_10;2019;3;142.31;64.82;1.0;25;0;49.566967200992956
2019-03-12;region_5;57479;prod_name_3;client_10;2019;3;77.01;90.18;2.0;28;0;75.59709492243968
2019-03-12;region_5;57406;prod_name_14;client_1;2019;3;74.44;484.86;3.0;1323;0;419.6982360338456
2019-03-12;region_1;57406;prod_name_14;client_10;2019;3;80.04;4.97;2.0;4;0;-2.0868866595202773
2019-03-12;region_1;57481;prod_name_12;client_1;2019;3;118.32;213.85;2.0;334;0;200.33514060866173
2019-03-05;region_5;57481;prod_name_12;client_1;2019;3;78.69;4676.58;29.0;1864;1;4436.6242291267945
2019-03-08;region_5;57406;prod_name_14;client_10;2019;3;81.77;79.57;0.0;28;0;68.48274614761473
2019-03-05;region_5;57479;prod_name_3;client_10;2019;3;47.07;108.91;40.0;23;1;83.69521827640317
2019-03-05;region_5;57406;prod_name_14;client_1;2019;3;72.01;511.73;1.0;1360;0;388.49777931396835
2019-03-06;region_0;57479;prod_name_3;client_1;2019;3;65.07;391.41;4.0;1090;0;315.81934691086883
2019-03-06;region_1;57406;prod_name_14;client_10;2019;3;82.06;6.21;0.0;4;0;3.498876049850344
2019-03-06;region_5;57479;prod_name_3;client_1;2019;3;65.84;712.06;5.0;1433;0;551.7948364155924
2019-03-13;region_5;57406;prod_name_14;client_10;2019;3;80.87;115.69;1.0;28;0;98.2991615243889
2019-03-06;region_1;57479;prod_name_3;client_1;2019;3;68.99;238.48;1.0;519;0;207.35850064372974
2019-03-07;region_1;57481;prod_name_12;client_10;2019;3;141.53;8.46;0.0;4;0;7.651069812867248
2019-03-13;region_0;57479;prod_name_3;client_1;2019;3;67.1;388.7;3.0;1114;0;369.9356491751933
2019-03-09;region_0;57481;prod_name_12;client_10;2019;3;141.43;12.25;0.0;9;0;9.542038258711544
2019-03-07;region_5;57479;prod_name_3;client_10;2019;3;58.53;228.1;27.0;28;1;172.8048974607814
2019-03-13;region_1;57479;prod_name_3;client_1;2019;3;69.28;263.65;0.0;578;0;203.19797355856775
2019-03-14;region_5;57479;prod_name_3;client_10;2019;3;76.39;35.89;3.0;26;0;26.457611708571434
2019-03-09;region_1;57481;prod_name_12;client_10;2019;3;141.54;2.9;0.0;4;0;-0.8591344582679105
2019-03-09;region_0;57481;prod_name_12;client_1;2019;3;111.24;307.63;8.0;544;0;265.53552981402476
2019-03-13;region_5;57481;prod_name_12;client_1;2019;3;116.74;712.6;4.0;979;0;590.4196800855472
2019-03-14;region_5;57406;prod_name_14;client_1;2019;3;77.84;365.45;2.0;1148;0;289.17787353992014
2019-03-09;region_1;57481;prod_name_12;client_1;2019;3;117.34;187.12;7.0;291;0;138.05448381654176
2019-03-09;region_5;57406;prod_name_14;client_10;2019;3;81.47;76.18;0.0;28;0;60.91876815759845
2019-03-09;region_5;57479;prod_name_3;client_1;2019;3;65.78;601.68;4.0;1411;0;560.3064715502296
2019-03-14;region_1;57406;prod_name_14;client_10;2019;3;79.46;3.5;3.0;4;0;0.5234968211834327
2019-03-07;region_0;57481;prod_name_12;client_10;2019;3;137.33;11.36;0.0;9;0;4.0861900421959385
2019-03-10;region_0;57481;prod_name_12;client_10;2019;3;139.71;14.03;0.0;10;0;10.010841411630192
2019-03-10;region_1;57481;prod_name_12;client_10;2019;3;141.52;3.12;0.0;4;0;-6.153772716682049
2019-03-07;region_5;57406;prod_name_14;client_1;2019;3;71.75;431.37;2.0;1275;0;354.48630882896606
2019-03-01;region_0;57479;prod_name_3;client_10;2019;3;47.08;147.74;40.0;12;1;110.03028048559848
2019-03-09;region_5;57479;prod_name_3;client_10;2019;3;47.03;376.4;40.0;29;1;326.99267650858184
2019-03-09;region_5;57406;prod_name_14;client_1;2019;3;72.34;355.86;2.0;1152;0;265.6318972805774
2019-03-07;region_5;57406;prod_name_14;client_10;2019;3;81.76;72.91;0.0;27;0;64.14409238923864
2019-03-01;region_1;57479;prod_name_3;client_10;2019;3;47.08;55.53;40.0;5;1;50.33423647769523
2019-03-08;region_0;57481;prod_name_12;client_10;2019;3;137.79;12.92;0.0;10;0;8.708453143724373
2019-03-08;region_1;57481;prod_name_12;client_10;2019;3;141.53;2.9;0.0;4;0;-1.7304536652744904
2019-03-08;region_0;57479;prod_name_3;client_1;2019;3;64.85;436.67;5.0;1165;0;419.0385035232942
2019-03-16;region_0;57479;prod_name_3;client_10;2019;3;75.63;9.82;8.0;10;0;7.435090163986151
2019-03-11;region_0;57406;prod_name_14;client_10;2019;3;73.7;34.99;11.0;13;0;25.07846362884882
2019-03-11;region_0;57481;prod_name_12;client_1;2019;3;112.69;475.14;2.0;800;0;439.3899145021094
2019-03-11;region_0;57479;prod_name_3;client_10;2019;3;48.76;93.68;40.0;12;1;74.77678297333924
2019-03-11;region_1;57406;prod_name_14;client_10;2019;3;80.28;4.06;2.0;5;0;-3.603867180975804
2019-03-11;region_1;57481;prod_name_12;client_1;2019;3;118.36;237.91;3.0;346;0;227.14404385835232
2019-03-16;region_0;57406;prod_name_14;client_1;2019;3;39.62;3709.5;39.0;2189;1;3520.2006794388085
2019-03-16;region_1;57479;prod_name_3;client_10;2019;3;78.82;3.05;0.0;4;0;-3.1982892967727947
2019-03-16;region_1;57406;prod_name_14;client_1;2019;3;39.31;1986.86;40.0;848;1;1529.3308884598691
2019-03-11;region_5;57479;prod_name_3;client_10;2019;3;46.95;200.22;40.0;29;1;182.0324769976848
2019-03-08;region_5;57481;prod_name_12;client_1;2019;3;78.69;2766.43;29.0;1473;1;2348.44794894586
2019-03-15;region_0;57481;prod_name_12;client_10;2019;3;140.16;14.7;0.0;11;0;5.3578743011472705
2019-03-15;region_0;57479;prod_name_3;client_1;2019;3;67.06;413.53;3.0;1168;0;372.1680658421368
2019-03-15;region_1;57479;prod_name_3;client_1;2019;3;69.33;276.74;0.0;615;0;226.74947264067728
2019-03-08;region_5;57481;prod_name_12;client_10;2019;3;141.02;34.3;2.0;22;0;25.508749410575653
2019-03-08;region_5;57479;prod_name_3;client_1;2019;3;65.74;761.83;5.0;1514;0;730.8275659358447
2019-03-03;region_1;57406;prod_name_14;client_1;2019;3;73.13;114.22;7.0;372;0;102.20005902262761
2019-03-12;region_0;57479;prod_name_3;client_10;2019;3;78.11;21.78;1.0;12;0;13.637163315783795
2019-03-11;region_5;57406;prod_name_14;client_1;2019;3;74.88;495.59;3.0;1342;0;395.0085126574917
2019-03-15;region_5;57406;prod_name_14;client_10;2019;3;77.26;81.71;2.0;27;0;73.42862000963169
2019-03-12;region_1;57479;prod_name_3;client_10;2019;3;78.76;6.32;0.0;4;0;3.067802291620099
2019-03-17;region_0;57479;prod_name_3;client_1;2019;3;67.2;352.36;3.0;1051;0;259.4044401429206
2019-03-12;region_0;57479;prod_name_3;client_1;2019;3;65.08;461.16;2.0;1207;0;416.91530476896577
2019-03-03;region_5;57481;prod_name_12;client_1;2019;3;78.93;5094.92;29.0;1931;1;4226.272161516918
2019-03-12;region_5;57479;prod_name_3;client_1;2019;3;65.93;825.49;4.0;1598;0;746.8096629907678
2019-03-17;region_1;57479;prod_name_3;client_1;2019;3;69.36;266.59;0.0;598;0;218.69232567812074
2019-03-15;region_5;57481;prod_name_12;client_1;2019;3;116.88;684.98;4.0;981;0;599.8494537512795
2019-03-04;region_1;57479;prod_name_3;client_1;2019;3;68.79;256.31;2.0;537;0;206.75809979097943
2019-03-13;region_0;57406;prod_name_14;client_10;2019;3;73.92;33.63;11.0;13;0;29.70463249789058
2019-03-13;region_1;57406;prod_name_14;client_10;2019;3;80.05;4.29;2.0;5;0;-0.7206962562957763
2019-03-13;region_0;57406;prod_name_14;client_1;2019;3;75.45;203.49;1.0;773;0;190.4733491854088
2019-03-18;region_0;57479;prod_name_3;client_10;2019;3;74.75;18.96;6.0;12;0;11.170667644757511
2019-03-18;region_0;57406;prod_name_14;client_1;2019;3;39.48;3790.99;39.0;2175;1;3639.1375068646153
2019-03-13;region_1;57406;prod_name_14;client_1;2019;3;77.27;117.49;4.0;383;0;96.25508417599195
2019-03-04;region_5;57406;prod_name_14;client_1;2019;3;72.17;493.1;1.0;1338;0;436.4149932442051
2019-03-18;region_1;57479;prod_name_3;client_10;2019;3;78.82;7.45;0.0;4;0;-0.38834143365274004
2019-03-18;region_1;57406;prod_name_14;client_1;2019;3;39.23;2067.44;40.0;827;1;1796.715367440202
2019-03-14;region_0;57479;prod_name_3;client_1;2019;3;67.16;416.47;2.0;1177;0;408.1948323396689
2019-03-05;region_0;57481;prod_name_12;client_1;2019;3;78.62;2759.3;27.0;1703;1;2089.6578055528903
2019-03-05;region_1;57481;prod_name_12;client_1;2019;3;78.57;1788.75;31.0;766;1;1448.671265985879
2019-03-14;region_1;57479;prod_name_3;client_1;2019;3;69.37;267.83;0.0;586;0;203.48874101517836
2019-03-10;region_5;57406;prod_name_14;client_10;2019;3;80.68;77.2;1.0;27;0;67.81314055931722
2019-03-10;region_5;57479;prod_name_3;client_1;2019;3;65.34;953.7;4.0;1449;0;755.6157471403112
2019-03-10;region_0;57479;prod_name_3;client_1;2019;3;64.98;415.0;3.0;1168;0;369.8067474241858
2019-03-10;region_1;57479;prod_name_3;client_1;2019;3;69.02;260.15;0.0;583;0;243.8359989569934
2019-03-14;region_5;57481;prod_name_12;client_1;2019;3;116.66;658.7;3.0;942;0;630.6514399912405
2019-03-17;region_0;57481;prod_name_12;client_10;2019;3;141.14;17.82;0.0;11;0;7.27505700817342
2019-03-05;region_5;57406;prod_name_14;client_10;2019;3;81.74;149.21;0.0;24;0;127.46967746151729
2019-03-05;region_5;57479;prod_name_3;client_1;2019;3;65.89;727.52;5.0;1418;0;625.7742610461512
2019-03-06;region_0;57481;prod_name_12;client_10;2019;3;138.07;16.71;0.0;9;0;11.53496501295462
2019-03-11;region_0;57406;prod_name_14;client_1;2019;3;67.86;328.32;7.0;1040;0;309.2862314948075
2019-03-19;region_0;57479;prod_name_3;client_1;2019;3;67.13;428.88;3.0;1160;0;344.86503487482565
2019-03-10;region_5;57481;prod_name_12;client_10;2019;3;139.32;50.79;3.0;22;0;44.54567254406733
2019-03-17;region_1;57481;prod_name_12;client_10;2019;3;137.06;7.13;2.0;4;0;5.388833877097927
2019-03-11;region_1;57481;prod_name_12;client_10;2019;3;137.75;5.57;2.0;4;0;-0.7800868401086516
2019-03-06;region_1;57481;prod_name_12;client_10;2019;3;141.54;8.91;0.0;4;0;4.760779457002853
2019-03-19;region_1;57479;prod_name_3;client_1;2019;3;69.42;312.75;0.0;645;0;231.67625974420682
2019-03-17;region_5;57406;prod_name_14;client_10;2019;3;77.34;68.51;2.0;27;0;50.72082256940158
2019-03-14;region_0;57406;prod_name_14;client_1;2019;3;77.63;187.24;0.0;719;0;157.12388029231715
2019-03-14;region_1;57406;prod_name_14;client_1;2019;3;78.08;112.75;3.0;378;0;107.23173690379599
2019-03-06;region_5;57479;prod_name_3;client_10;2019;3;47.01;408.57;40.0;29;1;351.6172795956555
2019-03-14;region_5;57481;prod_name_12;client_10;2019;3;142.36;39.65;0.0;23;0;26.009452626967796
2019-03-15;region_1;57479;prod_name_3;client_10;2019;3;78.59;2.6;0.0;4;0;-3.6119238240681177
2019-03-16;region_0;57481;prod_name_12;client_10;2019;3;139.73;14.92;0.0;12;0;6.759449552458811
2019-03-12;region_0;57481;prod_name_12;client_10;2019;3;139.87;35.2;0.0;12;0;25.52652172540979
2019-03-11;region_5;57479;prod_name_3;client_1;2019;3;65.87;814.99;4.0;1590;0;765.5402604925824
2019-03-18;region_5;57479;prod_name_3;client_1;2019;3;66.15;715.11;5.0;1504;0;551.2446997399986
2019-03-16;region_1;57481;prod_name_12;client_10;2019;3;137.98;5.35;3.0;4;0;-0.49443260914591974
2019-03-16;region_1;57479;prod_name_3;client_1;2019;3;69.37;265.34;0.0;598;0;199.55986027933707
2019-03-07;region_0;57406;prod_name_14;client_10;2019;3;70.11;32.96;18.0;12;1;20.44426753459649
2019-03-19;region_0;57481;prod_name_12;client_10;2019;3;140.84;35.2;0.0;12;0;29.231849594706347
2019-03-19;region_1;57481;prod_name_12;client_10;2019;3;137.51;12.25;3.0;4;0;3.2955991911210964
2019-03-16;region_5;57406;prod_name_14;client_10;2019;3;76.68;71.1;2.0;26;0;57.27666168154267
2019-03-20;region_1;57479;prod_name_3;client_10;2019;3;78.82;5.98;0.0;3;0;1.1392849640424465
2019-03-12;region_1;57481;prod_name_12;client_10;2019;3;139.57;12.7;2.0;5;0;3.5860693225387137
2019-03-12;region_1;57479;prod_name_3;client_1;2019;3;69.01;305.75;0.0;615;0;295.89150646828574
2019-03-07;region_1;57406;prod_name_14;client_10;2019;3;82.06;2.93;0.0;4;0;1.2187059264732536
2019-03-12;region_0;57406;prod_name_14;client_1;2019;3;67.95;323.81;7.0;1068;0;248.80782593316724
2019-03-15;region_5;57481;prod_name_12;client_10;2019;3;142.58;40.32;0.0;23;0;24.699583608848084
2019-03-16;region_5;57481;prod_name_12;client_1;2019;3;116.61;627.73;3.0;897;0;576.0070425968269
2019-03-21;region_0;57481;prod_name_12;client_10;2019;3;140.02;10.47;0.0;10;0;1.733872914656316
2019-03-13;region_0;57481;prod_name_12;client_1;2019;3;112.59;412.99;2.0;752;0;387.330857934227
2019-03-08;region_0;57479;prod_name_3;client_10;2019;3;49.17;95.6;40.0;12;1;94.12201861188319
2019-03-08;region_1;57479;prod_name_3;client_10;2019;3;46.99;40.07;40.0;4;1;28.90012280431959
2019-03-16;region_0;57481;prod_name_12;client_1;2019;3;113.39;347.28;1.0;659;0;307.325539034165
2019-03-21;region_1;57481;prod_name_12;client_10;2019;3;141.53;5.57;0.0;3;0;-1.1551235840358896
2019-03-13;region_1;57481;prod_name_12;client_1;2019;3;117.95;200.26;6.0;322;0;180.2438669939001
2019-03-12;region_1;57406;prod_name_14;client_1;2019;3;74.28;157.9;3.0;461;0;112.66767511507587
2019-03-17;region_5;57479;prod_name_3;client_1;2019;3;66.06;600.89;6.0;1434;0;496.6318030247199
2019-03-12;region_5;57481;prod_name_12;client_10;2019;3;141.27;71.06;0.0;24;0;58.4983065495456
2019-03-18;region_0;57481;prod_name_12;client_10;2019;3;140.3;21.83;0.0;13;0;17.023328214544847
2019-03-18;region_1;57481;prod_name_12;client_10;2019;3;139.81;8.91;2.0;5;0;5.443680547440373
2019-03-13;region_5;57479;prod_name_3;client_1;2019;3;67.43;670.86;2.0;1450;0;601.6621404660485
2019-03-20;region_0;57479;prod_name_3;client_10;2019;3;75.85;48.76;4.0;11;0;36.52710368216465
2019-03-20;region_0;57406;prod_name_14;client_1;2019;3;39.42;2663.14;40.0;2038;1;2255.30331950404
2019-03-20;region_1;57406;prod_name_14;client_1;2019;3;39.23;1457.19;40.0;807;1;1246.0125781161119
2019-03-21;region_5;57479;prod_name_3;client_10;2019;3;50.65;58.92;34.0;25;1;57.80515225087147
2019-03-21;region_5;57406;prod_name_14;client_1;2019;3;39.33;3951.37;40.0;2140;1;3556.0157050721814
2019-03-16;region_5;57479;prod_name_3;client_10;2019;3;75.15;45.6;4.0;25;0;31.60598436532099
2019-03-14;region_0;57481;prod_name_12;client_10;2019;3;139.33;17.82;0.0;11;0;13.58666884457269
2019-03-13;region_0;57479;prod_name_3;client_10;2019;3;78.82;13.88;0.0;10;0;8.523774935544115
2019-03-14;region_1;57481;prod_name_12;client_10;2019;3;138.08;7.35;2.0;4;0;-0.4358615170319709
2019-03-10;region_0;57406;prod_name_14;client_1;2019;3;70.28;240.85;6.0;872;0;219.6026547266182
2019-03-20;region_5;57479;prod_name_3;client_1;2019;3;66.16;634.52;5.0;1420;0;492.00359790305845
2019-03-22;region_5;57479;prod_name_3;client_1;2019;3;65.97;623.8;6.0;1442;0;542.4382144103346
2019-03-13;region_1;57479;prod_name_3;client_10;2019;3;78.82;4.06;0.0;3;0;1.621016352754892
2019-03-18;region_5;57406;prod_name_14;client_10;2019;3;77.78;104.96;2.0;27;0;92.46053970413084
2019-03-23;region_0;57481;prod_name_12;client_10;2019;3;138.16;14.26;0.0;11;0;9.987485075589648
2019-03-23;region_1;57481;prod_name_12;client_10;2019;3;137.17;3.79;0.0;3;0;-4.724648247280077
